percent_perturbed,perturbation,input,readable_output,model_type,tokenized_output,confidence,bleu_score,control_number
80,word corruption,bpe_set/with_typos_80.en.bpe,translations/out_with_typos_80.zh_shuffled-en-zh.tok,shuffled-en-zh,out_bpe_set/out_with_typos_80.zh_shuffled-en-zh.bpe,μ = 1.6 ± 0.1,1.6,11
90,word corruption,bpe_set/with_typos_90.en.bpe,translations/out_with_typos_90.zh_shuffled-en-zh.tok,shuffled-en-zh,out_bpe_set/out_with_typos_90.zh_shuffled-en-zh.bpe,μ = 0.7 ± 0.1,0.7,11
100,lemmatization,bpe_set/lemmatization_100.en.bpe,translations/out_lemmatization_100.zh_non-shuffled-en-zh.tok,non-shuffled-en-zh,out_bpe_set/out_lemmatization_100.zh_non-shuffled-en-zh.bpe,μ = 40.6 ± 0.7,40.6,12
10,lemmatization,bpe_set/lemmatization_10.en.bpe,translations/out_lemmatization_10.zh_non-shuffled-en-zh.tok,non-shuffled-en-zh,out_bpe_set/out_lemmatization_10.zh_non-shuffled-en-zh.bpe,μ = 43.8 ± 0.7,43.8,12
20,lemmatization,bpe_set/lemmatization_20.en.bpe,translations/out_lemmatization_20.zh_non-shuffled-en-zh.tok,non-shuffled-en-zh,out_bpe_set/out_lemmatization_20.zh_non-shuffled-en-zh.bpe,μ = 43.4 ± 0.7,43.4,12
30,lemmatization,bpe_set/lemmatization_30.en.bpe,translations/out_lemmatization_30.zh_non-shuffled-en-zh.tok,non-shuffled-en-zh,out_bpe_set/out_lemmatization_30.zh_non-shuffled-en-zh.bpe,μ = 43.0 ± 0.6,43.0,12
40,lemmatization,bpe_set/lemmatization_40.en.bpe,translations/out_lemmatization_40.zh_non-shuffled-en-zh.tok,non-shuffled-en-zh,out_bpe_set/out_lemmatization_40.zh_non-shuffled-en-zh.bpe,μ = 42.7 ± 0.7,42.7,12
50,lemmatization,bpe_set/lemmatization_50.en.bpe,translations/out_lemmatization_50.zh_non-shuffled-en-zh.tok,non-shuffled-en-zh,out_bpe_set/out_lemmatization_50.zh_non-shuffled-en-zh.bpe,μ = 42.4 ± 0.7,42.4,12
60,lemmatization,bpe_set/lemmatization_60.en.bpe,translations/out_lemmatization_60.zh_non-shuffled-en-zh.tok,non-shuffled-en-zh,out_bpe_set/out_lemmatization_60.zh_non-shuffled-en-zh.bpe,μ = 42.2 ± 0.7,42.2,12
70,lemmatization,bpe_set/lemmatization_70.en.bpe,translations/out_lemmatization_70.zh_non-shuffled-en-zh.tok,non-shuffled-en-zh,out_bpe_set/out_lemmatization_70.zh_non-shuffled-en-zh.bpe,μ = 41.8 ± 0.7,41.8,12
80,lemmatization,bpe_set/lemmatization_80.en.bpe,translations/out_lemmatization_80.zh_non-shuffled-en-zh.tok,non-shuffled-en-zh,out_bpe_set/out_lemmatization_80.zh_non-shuffled-en-zh.bpe,μ = 41.3 ± 0.7,41.3,12
90,lemmatization,bpe_set/lemmatization_90.en.bpe,translations/out_lemmatization_90.zh_non-shuffled-en-zh.tok,non-shuffled-en-zh,out_bpe_set/out_lemmatization_90.zh_non-shuffled-en-zh.bpe,μ = 40.8 ± 0.7,40.8,12
100,removed punctuation,bpe_set/no_punctuation_100.en.bpe,translations/out_no_punctuation_100.zh_non-shuffled-en-zh.tok,non-shuffled-en-zh,out_bpe_set/out_no_punctuation_100.zh_non-shuffled-en-zh.bpe,μ = 38.3 ± 0.7,38.3,13
10,removed punctuation,bpe_set/no_punctuation_10.en.bpe,translations/out_no_punctuation_10.zh_non-shuffled-en-zh.tok,non-shuffled-en-zh,out_bpe_set/out_no_punctuation_10.zh_non-shuffled-en-zh.bpe,μ = 43.0 ± 0.7,43.0,13
20,removed punctuation,bpe_set/no_punctuation_20.en.bpe,translations/out_no_punctuation_20.zh_non-shuffled-en-zh.tok,non-shuffled-en-zh,out_bpe_set/out_no_punctuation_20.zh_non-shuffled-en-zh.bpe,μ = 42.6 ± 0.7,42.6,13
30,removed punctuation,bpe_set/no_punctuation_30.en.bpe,translations/out_no_punctuation_30.zh_non-shuffled-en-zh.tok,non-shuffled-en-zh,out_bpe_set/out_no_punctuation_30.zh_non-shuffled-en-zh.bpe,μ = 42.1 ± 0.7,42.1,13
40,removed punctuation,bpe_set/no_punctuation_40.en.bpe,translations/out_no_punctuation_40.zh_non-shuffled-en-zh.tok,non-shuffled-en-zh,out_bpe_set/out_no_punctuation_40.zh_non-shuffled-en-zh.bpe,μ = 41.5 ± 0.7,41.5,13
50,removed punctuation,bpe_set/no_punctuation_50.en.bpe,translations/out_no_punctuation_50.zh_non-shuffled-en-zh.tok,non-shuffled-en-zh,out_bpe_set/out_no_punctuation_50.zh_non-shuffled-en-zh.bpe,μ = 40.9 ± 0.7,40.9,13
60,removed punctuation,bpe_set/no_punctuation_60.en.bpe,translations/out_no_punctuation_60.zh_non-shuffled-en-zh.tok,non-shuffled-en-zh,out_bpe_set/out_no_punctuation_60.zh_non-shuffled-en-zh.bpe,μ = 40.2 ± 0.7,40.2,13
70,removed punctuation,bpe_set/no_punctuation_70.en.bpe,translations/out_no_punctuation_70.zh_non-shuffled-en-zh.tok,non-shuffled-en-zh,out_bpe_set/out_no_punctuation_70.zh_non-shuffled-en-zh.bpe,μ = 39.6 ± 0.7,39.6,13
80,removed punctuation,bpe_set/no_punctuation_80.en.bpe,translations/out_no_punctuation_80.zh_non-shuffled-en-zh.tok,non-shuffled-en-zh,out_bpe_set/out_no_punctuation_80.zh_non-shuffled-en-zh.bpe,μ = 38.9 ± 0.7,38.9,13
90,removed punctuation,bpe_set/no_punctuation_90.en.bpe,translations/out_no_punctuation_90.zh_non-shuffled-en-zh.tok,non-shuffled-en-zh,out_bpe_set/out_no_punctuation_90.zh_non-shuffled-en-zh.bpe,μ = 38.3 ± 0.7,38.3,13
100,all named entities,bpe_set/removed_named_allentities_100.en.bpe,translations/out_removed_named_allentities_100.zh_non-shuffled-en-zh.tok,non-shuffled-en-zh,out_bpe_set/out_removed_named_allentities_100.zh_non-shuffled-en-zh.bpe,μ = 27.9 ± 0.6,27.9,14
10,all named entities,bpe_set/removed_named_allentities_10.en.bpe,translations/out_removed_named_allentities_10.zh_non-shuffled-en-zh.tok,non-shuffled-en-zh,out_bpe_set/out_removed_named_allentities_10.zh_non-shuffled-en-zh.bpe,μ = 42.1 ± 0.7,42.1,14
20,all named entities,bpe_set/removed_named_allentities_20.en.bpe,translations/out_removed_named_allentities_20.zh_non-shuffled-en-zh.tok,non-shuffled-en-zh,out_bpe_set/out_removed_named_allentities_20.zh_non-shuffled-en-zh.bpe,μ = 40.1 ± 0.7,40.1,14
30,all named entities,bpe_set/removed_named_allentities_30.en.bpe,translations/out_removed_named_allentities_30.zh_non-shuffled-en-zh.tok,non-shuffled-en-zh,out_bpe_set/out_removed_named_allentities_30.zh_non-shuffled-en-zh.bpe,μ = 38.0 ± 0.6,38.0,14
40,all named entities,bpe_set/removed_named_allentities_40.en.bpe,translations/out_removed_named_allentities_40.zh_non-shuffled-en-zh.tok,non-shuffled-en-zh,out_bpe_set/out_removed_named_allentities_40.zh_non-shuffled-en-zh.bpe,μ = 36.4 ± 0.6,36.4,14
50,all named entities,bpe_set/removed_named_allentities_50.en.bpe,translations/out_removed_named_allentities_50.zh_non-shuffled-en-zh.tok,non-shuffled-en-zh,out_bpe_set/out_removed_named_allentities_50.zh_non-shuffled-en-zh.bpe,μ = 34.5 ± 0.6,34.5,14
60,all named entities,bpe_set/removed_named_allentities_60.en.bpe,translations/out_removed_named_allentities_60.zh_non-shuffled-en-zh.tok,non-shuffled-en-zh,out_bpe_set/out_removed_named_allentities_60.zh_non-shuffled-en-zh.bpe,μ = 33.2 ± 0.6,33.2,14
70,all named entities,bpe_set/removed_named_allentities_70.en.bpe,translations/out_removed_named_allentities_70.zh_non-shuffled-en-zh.tok,non-shuffled-en-zh,out_bpe_set/out_removed_named_allentities_70.zh_non-shuffled-en-zh.bpe,μ = 31.8 ± 0.6,31.8,14
80,all named entities,bpe_set/removed_named_allentities_80.en.bpe,translations/out_removed_named_allentities_80.zh_non-shuffled-en-zh.tok,non-shuffled-en-zh,out_bpe_set/out_removed_named_allentities_80.zh_non-shuffled-en-zh.bpe,μ = 30.5 ± 0.6,30.5,14
90,all named entities,bpe_set/removed_named_allentities_90.en.bpe,translations/out_removed_named_allentities_90.zh_non-shuffled-en-zh.tok,non-shuffled-en-zh,out_bpe_set/out_removed_named_allentities_90.zh_non-shuffled-en-zh.bpe,μ = 29.2 ± 0.6,29.2,14
100,cardinal numbers,bpe_set/removed_named_entities_cardinal_100.en.bpe,translations/out_removed_named_entities_cardinal_100.zh_non-shuffled-en-zh.tok,non-shuffled-en-zh,out_bpe_set/out_removed_named_entities_cardinal_100.zh_non-shuffled-en-zh.bpe,μ = 40.9 ± 0.7,40.9,15
10,cardinal numbers,bpe_set/removed_named_entities_cardinal_10.en.bpe,translations/out_removed_named_entities_cardinal_10.zh_non-shuffled-en-zh.tok,non-shuffled-en-zh,out_bpe_set/out_removed_named_entities_cardinal_10.zh_non-shuffled-en-zh.bpe,μ = 43.7 ± 0.7,43.7,15
20,cardinal numbers,bpe_set/removed_named_entities_cardinal_20.en.bpe,translations/out_removed_named_entities_cardinal_20.zh_non-shuffled-en-zh.tok,non-shuffled-en-zh,out_bpe_set/out_removed_named_entities_cardinal_20.zh_non-shuffled-en-zh.bpe,μ = 43.3 ± 0.7,43.3,15
30,cardinal numbers,bpe_set/removed_named_entities_cardinal_30.en.bpe,translations/out_removed_named_entities_cardinal_30.zh_non-shuffled-en-zh.tok,non-shuffled-en-zh,out_bpe_set/out_removed_named_entities_cardinal_30.zh_non-shuffled-en-zh.bpe,μ = 43.0 ± 0.7,43.0,15
40,cardinal numbers,bpe_set/removed_named_entities_cardinal_40.en.bpe,translations/out_removed_named_entities_cardinal_40.zh_non-shuffled-en-zh.tok,non-shuffled-en-zh,out_bpe_set/out_removed_named_entities_cardinal_40.zh_non-shuffled-en-zh.bpe,μ = 42.6 ± 0.7,42.6,15
50,cardinal numbers,bpe_set/removed_named_entities_cardinal_50.en.bpe,translations/out_removed_named_entities_cardinal_50.zh_non-shuffled-en-zh.tok,non-shuffled-en-zh,out_bpe_set/out_removed_named_entities_cardinal_50.zh_non-shuffled-en-zh.bpe,μ = 42.3 ± 0.7,42.3,15
60,cardinal numbers,bpe_set/removed_named_entities_cardinal_60.en.bpe,translations/out_removed_named_entities_cardinal_60.zh_non-shuffled-en-zh.tok,non-shuffled-en-zh,out_bpe_set/out_removed_named_entities_cardinal_60.zh_non-shuffled-en-zh.bpe,μ = 42.2 ± 0.7,42.2,15
70,cardinal numbers,bpe_set/removed_named_entities_cardinal_70.en.bpe,translations/out_removed_named_entities_cardinal_70.zh_non-shuffled-en-zh.tok,non-shuffled-en-zh,out_bpe_set/out_removed_named_entities_cardinal_70.zh_non-shuffled-en-zh.bpe,μ = 41.8 ± 0.7,41.8,15
80,cardinal numbers,bpe_set/removed_named_entities_cardinal_80.en.bpe,translations/out_removed_named_entities_cardinal_80.zh_non-shuffled-en-zh.tok,non-shuffled-en-zh,out_bpe_set/out_removed_named_entities_cardinal_80.zh_non-shuffled-en-zh.bpe,μ = 41.5 ± 0.7,41.5,15
90,cardinal numbers,bpe_set/removed_named_entities_cardinal_90.en.bpe,translations/out_removed_named_entities_cardinal_90.zh_non-shuffled-en-zh.tok,non-shuffled-en-zh,out_bpe_set/out_removed_named_entities_cardinal_90.zh_non-shuffled-en-zh.bpe,μ = 41.2 ± 0.7,41.2,15
100,named organizations,bpe_set/removed_named_entities_organization_100.en.bpe,translations/out_removed_named_entities_organization_100.zh_non-shuffled-en-zh.tok,non-shuffled-en-zh,out_bpe_set/out_removed_named_entities_organization_100.zh_non-shuffled-en-zh.bpe,μ = 38.9 ± 0.6,38.9,16
10,named organizations,bpe_set/removed_named_entities_organization_10.en.bpe,translations/out_removed_named_entities_organization_10.zh_non-shuffled-en-zh.tok,non-shuffled-en-zh,out_bpe_set/out_removed_named_entities_organization_10.zh_non-shuffled-en-zh.bpe,μ = 43.4 ± 0.7,43.4,16
20,named organizations,bpe_set/removed_named_entities_organization_20.en.bpe,translations/out_removed_named_entities_organization_20.zh_non-shuffled-en-zh.tok,non-shuffled-en-zh,out_bpe_set/out_removed_named_entities_organization_20.zh_non-shuffled-en-zh.bpe,μ = 42.8 ± 0.7,42.8,16
30,named organizations,bpe_set/removed_named_entities_organization_30.en.bpe,translations/out_removed_named_entities_organization_30.zh_non-shuffled-en-zh.tok,non-shuffled-en-zh,out_bpe_set/out_removed_named_entities_organization_30.zh_non-shuffled-en-zh.bpe,μ = 42.3 ± 0.7,42.3,16
40,named organizations,bpe_set/removed_named_entities_organization_40.en.bpe,translations/out_removed_named_entities_organization_40.zh_non-shuffled-en-zh.tok,non-shuffled-en-zh,out_bpe_set/out_removed_named_entities_organization_40.zh_non-shuffled-en-zh.bpe,μ = 41.7 ± 0.6,41.7,16
50,named organizations,bpe_set/removed_named_entities_organization_50.en.bpe,translations/out_removed_named_entities_organization_50.zh_non-shuffled-en-zh.tok,non-shuffled-en-zh,out_bpe_set/out_removed_named_entities_organization_50.zh_non-shuffled-en-zh.bpe,μ = 41.1 ± 0.7,41.1,16
60,named organizations,bpe_set/removed_named_entities_organization_60.en.bpe,translations/out_removed_named_entities_organization_60.zh_non-shuffled-en-zh.tok,non-shuffled-en-zh,out_bpe_set/out_removed_named_entities_organization_60.zh_non-shuffled-en-zh.bpe,μ = 40.6 ± 0.6,40.6,16
70,named organizations,bpe_set/removed_named_entities_organization_70.en.bpe,translations/out_removed_named_entities_organization_70.zh_non-shuffled-en-zh.tok,non-shuffled-en-zh,out_bpe_set/out_removed_named_entities_organization_70.zh_non-shuffled-en-zh.bpe,μ = 40.3 ± 0.7,40.3,16
80,named organizations,bpe_set/removed_named_entities_organization_80.en.bpe,translations/out_removed_named_entities_organization_80.zh_non-shuffled-en-zh.tok,non-shuffled-en-zh,out_bpe_set/out_removed_named_entities_organization_80.zh_non-shuffled-en-zh.bpe,μ = 39.8 ± 0.7,39.8,16
90,named organizations,bpe_set/removed_named_entities_organization_90.en.bpe,translations/out_removed_named_entities_organization_90.zh_non-shuffled-en-zh.tok,non-shuffled-en-zh,out_bpe_set/out_removed_named_entities_organization_90.zh_non-shuffled-en-zh.bpe,μ = 39.4 ± 0.6,39.4,16
100,named people,bpe_set/removed_named_entities_person_100.en.bpe,translations/out_removed_named_entities_person_100.zh_non-shuffled-en-zh.tok,non-shuffled-en-zh,out_bpe_set/out_removed_named_entities_person_100.zh_non-shuffled-en-zh.bpe,μ = 43.7 ± 0.7,43.7,17
10,named people,bpe_set/removed_named_entities_person_10.en.bpe,translations/out_removed_named_entities_person_10.zh_non-shuffled-en-zh.tok,non-shuffled-en-zh,out_bpe_set/out_removed_named_entities_person_10.zh_non-shuffled-en-zh.bpe,μ = 43.9 ± 0.7,43.9,17
20,named people,bpe_set/removed_named_entities_person_20.en.bpe,translations/out_removed_named_entities_person_20.zh_non-shuffled-en-zh.tok,non-shuffled-en-zh,out_bpe_set/out_removed_named_entities_person_20.zh_non-shuffled-en-zh.bpe,μ = 43.8 ± 0.7,43.8,17
30,named people,bpe_set/removed_named_entities_person_30.en.bpe,translations/out_removed_named_entities_person_30.zh_non-shuffled-en-zh.tok,non-shuffled-en-zh,out_bpe_set/out_removed_named_entities_person_30.zh_non-shuffled-en-zh.bpe,μ = 43.8 ± 0.7,43.8,17
40,named people,bpe_set/removed_named_entities_person_40.en.bpe,translations/out_removed_named_entities_person_40.zh_non-shuffled-en-zh.tok,non-shuffled-en-zh,out_bpe_set/out_removed_named_entities_person_40.zh_non-shuffled-en-zh.bpe,μ = 43.8 ± 0.7,43.8,17
50,named people,bpe_set/removed_named_entities_person_50.en.bpe,translations/out_removed_named_entities_person_50.zh_non-shuffled-en-zh.tok,non-shuffled-en-zh,out_bpe_set/out_removed_named_entities_person_50.zh_non-shuffled-en-zh.bpe,μ = 43.8 ± 0.7,43.8,17
60,named people,bpe_set/removed_named_entities_person_60.en.bpe,translations/out_removed_named_entities_person_60.zh_non-shuffled-en-zh.tok,non-shuffled-en-zh,out_bpe_set/out_removed_named_entities_person_60.zh_non-shuffled-en-zh.bpe,μ = 43.7 ± 0.7,43.7,17
70,named people,bpe_set/removed_named_entities_person_70.en.bpe,translations/out_removed_named_entities_person_70.zh_non-shuffled-en-zh.tok,non-shuffled-en-zh,out_bpe_set/out_removed_named_entities_person_70.zh_non-shuffled-en-zh.bpe,μ = 43.7 ± 0.7,43.7,17
80,named people,bpe_set/removed_named_entities_person_80.en.bpe,translations/out_removed_named_entities_person_80.zh_non-shuffled-en-zh.tok,non-shuffled-en-zh,out_bpe_set/out_removed_named_entities_person_80.zh_non-shuffled-en-zh.bpe,μ = 43.7 ± 0.7,43.7,17
90,named people,bpe_set/removed_named_entities_person_90.en.bpe,translations/out_removed_named_entities_person_90.zh_non-shuffled-en-zh.tok,non-shuffled-en-zh,out_bpe_set/out_removed_named_entities_person_90.zh_non-shuffled-en-zh.bpe,μ = 43.7 ± 0.7,43.7,17
100,articles,bpe_set/rm_articles_100.en.bpe,translations/out_rm_articles_100.zh_non-shuffled-en-zh.tok,non-shuffled-en-zh,out_bpe_set/out_rm_articles_100.zh_non-shuffled-en-zh.bpe,μ = 43.2 ± 0.7,43.2,18
10,articles,bpe_set/rm_articles_10.en.bpe,translations/out_rm_articles_10.zh_non-shuffled-en-zh.tok,non-shuffled-en-zh,out_bpe_set/out_rm_articles_10.zh_non-shuffled-en-zh.bpe,μ = 44.0 ± 0.7,43.9,18
20,articles,bpe_set/rm_articles_20.en.bpe,translations/out_rm_articles_20.zh_non-shuffled-en-zh.tok,non-shuffled-en-zh,out_bpe_set/out_rm_articles_20.zh_non-shuffled-en-zh.bpe,μ = 43.9 ± 0.7,43.9,18
30,articles,bpe_set/rm_articles_30.en.bpe,translations/out_rm_articles_30.zh_non-shuffled-en-zh.tok,non-shuffled-en-zh,out_bpe_set/out_rm_articles_30.zh_non-shuffled-en-zh.bpe,μ = 43.9 ± 0.7,43.9,18
40,articles,bpe_set/rm_articles_40.en.bpe,translations/out_rm_articles_40.zh_non-shuffled-en-zh.tok,non-shuffled-en-zh,out_bpe_set/out_rm_articles_40.zh_non-shuffled-en-zh.bpe,μ = 43.8 ± 0.7,43.8,18
50,articles,bpe_set/rm_articles_50.en.bpe,translations/out_rm_articles_50.zh_non-shuffled-en-zh.tok,non-shuffled-en-zh,out_bpe_set/out_rm_articles_50.zh_non-shuffled-en-zh.bpe,μ = 43.6 ± 0.7,43.6,18
60,articles,bpe_set/rm_articles_60.en.bpe,translations/out_rm_articles_60.zh_non-shuffled-en-zh.tok,non-shuffled-en-zh,out_bpe_set/out_rm_articles_60.zh_non-shuffled-en-zh.bpe,μ = 43.6 ± 0.7,43.6,18
70,articles,bpe_set/rm_articles_70.en.bpe,translations/out_rm_articles_70.zh_non-shuffled-en-zh.tok,non-shuffled-en-zh,out_bpe_set/out_rm_articles_70.zh_non-shuffled-en-zh.bpe,μ = 43.5 ± 0.7,43.5,18
80,articles,bpe_set/rm_articles_80.en.bpe,translations/out_rm_articles_80.zh_non-shuffled-en-zh.tok,non-shuffled-en-zh,out_bpe_set/out_rm_articles_80.zh_non-shuffled-en-zh.bpe,μ = 43.4 ± 0.7,43.4,18
90,articles,bpe_set/rm_articles_90.en.bpe,translations/out_rm_articles_90.zh_non-shuffled-en-zh.tok,non-shuffled-en-zh,out_bpe_set/out_rm_articles_90.zh_non-shuffled-en-zh.bpe,μ = 43.3 ± 0.7,43.3,18
100,demonstrative,bpe_set/rm_demonstrative_100.en.bpe,translations/out_rm_demonstrative_100.zh_non-shuffled-en-zh.tok,non-shuffled-en-zh,out_bpe_set/out_rm_demonstrative_100.zh_non-shuffled-en-zh.bpe,μ = 43.2 ± 0.7,43.2,19
10,demonstrative,bpe_set/rm_demonstrative_10.en.bpe,translations/out_rm_demonstrative_10.zh_non-shuffled-en-zh.tok,non-shuffled-en-zh,out_bpe_set/out_rm_demonstrative_10.zh_non-shuffled-en-zh.bpe,μ = 43.9 ± 0.7,43.9,19
20,demonstrative,bpe_set/rm_demonstrative_20.en.bpe,translations/out_rm_demonstrative_20.zh_non-shuffled-en-zh.tok,non-shuffled-en-zh,out_bpe_set/out_rm_demonstrative_20.zh_non-shuffled-en-zh.bpe,μ = 43.9 ± 0.7,43.9,19
30,demonstrative,bpe_set/rm_demonstrative_30.en.bpe,translations/out_rm_demonstrative_30.zh_non-shuffled-en-zh.tok,non-shuffled-en-zh,out_bpe_set/out_rm_demonstrative_30.zh_non-shuffled-en-zh.bpe,μ = 43.8 ± 0.7,43.8,19
40,demonstrative,bpe_set/rm_demonstrative_40.en.bpe,translations/out_rm_demonstrative_40.zh_non-shuffled-en-zh.tok,non-shuffled-en-zh,out_bpe_set/out_rm_demonstrative_40.zh_non-shuffled-en-zh.bpe,μ = 43.7 ± 0.7,43.7,19
50,demonstrative,bpe_set/rm_demonstrative_50.en.bpe,translations/out_rm_demonstrative_50.zh_non-shuffled-en-zh.tok,non-shuffled-en-zh,out_bpe_set/out_rm_demonstrative_50.zh_non-shuffled-en-zh.bpe,μ = 43.7 ± 0.7,43.7,19
60,demonstrative,bpe_set/rm_demonstrative_60.en.bpe,translations/out_rm_demonstrative_60.zh_non-shuffled-en-zh.tok,non-shuffled-en-zh,out_bpe_set/out_rm_demonstrative_60.zh_non-shuffled-en-zh.bpe,μ = 43.6 ± 0.7,43.6,19
70,demonstrative,bpe_set/rm_demonstrative_70.en.bpe,translations/out_rm_demonstrative_70.zh_non-shuffled-en-zh.tok,non-shuffled-en-zh,out_bpe_set/out_rm_demonstrative_70.zh_non-shuffled-en-zh.bpe,μ = 43.5 ± 0.7,43.5,19
80,demonstrative,bpe_set/rm_demonstrative_80.en.bpe,translations/out_rm_demonstrative_80.zh_non-shuffled-en-zh.tok,non-shuffled-en-zh,out_bpe_set/out_rm_demonstrative_80.zh_non-shuffled-en-zh.bpe,μ = 43.5 ± 0.7,43.5,19
90,demonstrative,bpe_set/rm_demonstrative_90.en.bpe,translations/out_rm_demonstrative_90.zh_non-shuffled-en-zh.tok,non-shuffled-en-zh,out_bpe_set/out_rm_demonstrative_90.zh_non-shuffled-en-zh.bpe,μ = 43.4 ± 0.7,43.4,19
100,determiner,bpe_set/without_DT_100.en.bpe,translations/out_without_DT_100.zh_non-shuffled-en-zh.tok,non-shuffled-en-zh,out_bpe_set/out_without_DT_100.zh_non-shuffled-en-zh.bpe,μ = 42.2 ± 0.7,42.2,20
10,determiner,bpe_set/without_DT_10.en.bpe,translations/out_without_DT_10.zh_non-shuffled-en-zh.tok,non-shuffled-en-zh,out_bpe_set/out_without_DT_10.zh_non-shuffled-en-zh.bpe,μ = 43.7 ± 0.7,43.7,20
20,determiner,bpe_set/without_DT_20.en.bpe,translations/out_without_DT_20.zh_non-shuffled-en-zh.tok,non-shuffled-en-zh,out_bpe_set/out_without_DT_20.zh_non-shuffled-en-zh.bpe,μ = 43.6 ± 0.7,43.6,20
30,determiner,bpe_set/without_DT_30.en.bpe,translations/out_without_DT_30.zh_non-shuffled-en-zh.tok,non-shuffled-en-zh,out_bpe_set/out_without_DT_30.zh_non-shuffled-en-zh.bpe,μ = 43.4 ± 0.7,43.4,20
40,determiner,bpe_set/without_DT_40.en.bpe,translations/out_without_DT_40.zh_non-shuffled-en-zh.tok,non-shuffled-en-zh,out_bpe_set/out_without_DT_40.zh_non-shuffled-en-zh.bpe,μ = 43.4 ± 0.7,43.4,20
50,determiner,bpe_set/without_DT_50.en.bpe,translations/out_without_DT_50.zh_non-shuffled-en-zh.tok,non-shuffled-en-zh,out_bpe_set/out_without_DT_50.zh_non-shuffled-en-zh.bpe,μ = 43.0 ± 0.7,43.0,20
60,determiner,bpe_set/without_DT_60.en.bpe,translations/out_without_DT_60.zh_non-shuffled-en-zh.tok,non-shuffled-en-zh,out_bpe_set/out_without_DT_60.zh_non-shuffled-en-zh.bpe,μ = 42.9 ± 0.7,42.9,20
70,determiner,bpe_set/without_DT_70.en.bpe,translations/out_without_DT_70.zh_non-shuffled-en-zh.tok,non-shuffled-en-zh,out_bpe_set/out_without_DT_70.zh_non-shuffled-en-zh.bpe,μ = 42.7 ± 0.7,42.7,20
80,determiner,bpe_set/without_DT_80.en.bpe,translations/out_without_DT_80.zh_non-shuffled-en-zh.tok,non-shuffled-en-zh,out_bpe_set/out_without_DT_80.zh_non-shuffled-en-zh.bpe,μ = 42.6 ± 0.7,42.6,20
